,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
52,2013.08.14,0.74418,0.75321,0.74234,0.75177,27024,0,2
53,2013.08.15,0.75175,0.75681,0.74582,0.74701,36924,0,4
54,2013.08.16,0.74704,0.75303,0.74625,0.75002,32156,0,3
55,2013.08.19,0.75254,0.75655,0.74432,0.74499,24571,0,3
56,2013.08.20,0.74502,0.7458,0.72832,0.72943,33384,0,7
57,2013.08.21,0.7294,0.7308,0.72264,0.72404,33717,0,10
58,2013.08.22,0.72404,0.72642,0.72137,0.7236,30778,0,10
59,2013.08.23,0.72357,0.72537,0.71679,0.71788,27080,0,5
60,2013.08.26,0.71831,0.72659,0.71787,0.72289,18559,0,7
61,2013.08.27,0.72292,0.72298,0.71058,0.71197,28631,0,11
62,2013.08.28,0.71193,0.7217,0.71179,0.72097,29669,0,8
63,2013.08.29,0.72095,0.72509,0.72037,0.72275,27330,0,10
64,2013.08.30,0.72272,0.72631,0.71722,0.71722,21197,0,13
65,2013.09.02,0.72399,0.73221,0.72348,0.73033,21075,0,6
66,2013.09.03,0.7305,0.73403,0.72776,0.73027,26081,0,14
67,2013.09.04,0.7303,0.74274,0.72987,0.73867,23021,0,3
68,2013.09.05,0.73867,0.74631,0.73691,0.74521,24649,0,6
69,2013.09.06,0.74517,0.75498,0.74513,0.74942,21769,0,3
70,2013.09.09,0.74899,0.75137,0.74548,0.74756,19256,0,8
71,2013.09.10,0.74753,0.75488,0.74739,0.75275,19935,0,5
72,2013.09.11,0.75274,0.7579,0.74972,0.75765,21527,0,11
73,2013.09.12,0.75767,0.7592,0.75419,0.75687,22847,0,10
74,2013.09.13,0.75684,0.76221,0.75477,0.75517,18450,0,12
75,2013.09.16,0.75788,0.76182,0.75632,0.75819,19645,0,15
76,2013.09.17,0.75822,0.76461,0.75638,0.7616,17710,0,14
77,2013.09.18,0.76158,0.76639,0.75677,0.76497,25810,0,15
78,2013.09.19,0.765,0.7679,0.76004,0.76342,25508,0,15
79,2013.09.20,0.76345,0.7648,0.76057,0.76085,17947,0,12
80,2013.09.23,0.76145,0.76477,0.76005,0.761,19046,0,20
